state,city_council,meter_id,zone_id,longitude,latitude,rate_per_hour,hours_of_operation,payment_types,notes,state_full,city,suburb,rate_category,zone_type,curbside_type,street_type,max_stay_minutes,operating_days,enforcement_hours,tap_to_pay,coin_acceptor,solar_powered,free_after_hours,distance_to_cbd_km,bay_capacity_index,occupancy_pct,night_rate,daily_cap,revenue_score,installed_year,last_maintained,maintenance_status
VIC,Victorian Government,228B,Z-VIC-0783,144.9617533,-37.8053829,4.25,Mon–Sun 08:00–18:00,Yes,"Bouverie Street between Victoria Street and Queensberry Street, approximately 7m North of Icake, 44 Bouverie Street, CARLTON VIC 3053",Victoria,Boroondara,South Yarra,$4–8/hr,Ticketed,Parallel,Collector,30,Mon–Sat,07:00–19:00,FALSE,TRUE,TRUE,FALSE,4.408527942,1.15,75.5,2.58,4.25,3.69,2025,4/11/2024,OK
VIC,Victorian Government,873A,Z-VIC-0784,144.9836262,-37.8108132,4.25,Mon–Sun 08:00–18:00,Yes,"Clarendon Street between Grey Street and Albert Street, approximately 52m SW of Epworth Medical Imaging, 117 Albert Street, EAST MELBOURNE VIC 3002",Victoria,Stonnington,Docklands,$4–8/hr,Ticketed,Parallel,Local,60,Mon–Fri,07:00–19:00,TRUE,FALSE,TRUE,FALSE,7.445891474,0.88,57.5,2.74,4.25,2.15,2025,1/15/2025,OK
VIC,Victorian Government,222A,Z-VIC-0785,144.9583486,-37.8057166,4.25,Mon–Sun 08:00–18:00,Yes,"O'Connell Street between Victoria Street and Queensberry Street, approximately 17m NE of Cafe On O'Connell Pty Ltd, Unit 30, Ground 1 O'Connell Street, NORTH MELBOURNE VIC 3051",Victoria,Melbourne,South Yarra,$4–8/hr,App-Only,Parallel,Collector,60,Mon–Sun,09:00–17:00,TRUE,FALSE,TRUE,FALSE,1.603404682,1.1,84.5,3.58,4.25,3.95,2024,8/31/2024,OK
VIC,Victorian Government,802F,Z-VIC-0786,144.9781737,-37.8426489,4.25,Mon–Sun 08:00–18:00,Yes,"St Kilda Road between Armadale Street and Commercial Road, approximately 7m SW of Flat 1, Ground 485-489 St Kilda Road, MELBOURNE VIC 3004",Victoria,Stonnington,Fitzroy,$4–8/hr,Pay-and-Display,Parallel,Collector,120,Mon–Fri,24/7,TRUE,TRUE,TRUE,FALSE,0.2,1,97.6,3.13,8.5,4.15,2024,8/14/2025,OK
VIC,Victorian Government,209B,Z-VIC-0787,144.9560867,-37.8021954,4.25,Mon–Sun 08:00–18:00,Yes,"Bedford Street between Courtney Street and Peel Street, approximately 17m SE of Campus Services, 13-21 Bedford Street, NORTH MELBOURNE VIC 3051",Victoria,Stonnington,South Yarra,$4–8/hr,Pay-and-Display,Angle,Collector,60,Mon–Sat,08:00–18:00,TRUE,FALSE,TRUE,FALSE,1.657952447,1.32,59.2,3.67,4.25,3.32,2025,4/3/2024,Overdue
VIC,Victorian Government,273B,Z-VIC-0788,144.9554046,-37.8032832,4.25,Mon–Sun 08:00–18:00,Yes,"Courtney Street between Queensberry Street and Howard Street, approximately 34m West of Australian National College Pty Ltd, Ground 182 Capel Street, NORTH MELBOURNE VIC 3051",Victoria,Melbourne,Southbank,$4–8/hr,Ticketed,Parallel,Local,240,Mon–Fri,08:00–18:00,FALSE,TRUE,TRUE,FALSE,0.356975038,0.64,62.6,3.33,17,1.7,2023,7/7/2024,OK
VIC,Victorian Government,773A,Z-VIC-0789,144.9716406,-37.830617,4.25,Mon–Sun 08:00–18:00,Yes,St Kilda Road between Dorcas Street and Domain Road,Victoria,Stonnington,Richmond,$4–8/hr,App-Only,Parallel,Local,30,Mon–Fri,08:00–18:00,TRUE,TRUE,TRUE,FALSE,2.519788079,0.92,71.5,2.36,4.25,2.8,2015,10/23/2023,Overdue
VIC,Victorian Government,602A,Z-VIC-0790,144.9679214,-37.817209,4.25,Mon–Sun 08:00–18:00,Yes,"Flinders Street between Russell Street and Swanston Street, approximately 7m East of St Pauls Cathedral, 202 Flinders Street, MELBOURNE VIC 3000",Victoria,Hobsons Bay,Docklands,$4–8/hr,App-Only,Parallel,Local,180,Mon–Sat,08:00–18:00,FALSE,TRUE,TRUE,TRUE,0.2,0.72,55.3,3.23,12.75,1.69,2017,8/24/2024,OK
VIC,Victorian Government,628A,Z-VIC-0791,144.9669801,-37.8142779,4.25,Mon–Sun 08:00–18:00,Yes,"Little Collins Street between Russell Street and Swanston Street, approximately 3m North of Mouche, Shop 215 Little Collins Street, MELBOURNE VIC 3000",Victoria,Stonnington,Docklands,$4–8/hr,Pay-and-Display,Parallel,Local,120,Mon–Sat,24/7,TRUE,FALSE,TRUE,FALSE,3.600271846,0.8,65,3.54,8.5,2.21,2021,12/22/2024,OK
VIC,Victorian Government,636A,Z-VIC-0792,144.9670737,-37.8130395,4.25,Mon–Sun 08:00–18:00,Yes,"Bourke Street between Russell Street and Swanston Street, approximately 11m SE of JB Hi-Fi, Basement 206 Bourke Street, MELBOURNE VIC 3000",Victoria,Stonnington,Carlton,$4–8/hr,Pay-and-Display,Perpendicular,Arterial,120,Mon–Fri,07:00–19:00,FALSE,FALSE,FALSE,FALSE,2.60717682,1.68,51.9,3.13,8.5,3.71,2022,1/18/2024,Overdue
VIC,Victorian Government,602B,Z-VIC-0793,144.9686845,-37.8169863,4.25,Mon–Sun 08:00–18:00,Yes,"Flinders Street between Russell Street and Swanston Street, approximately 5m SW of Wilson Parking, Carpark Flinders Gate, 172-192 Flinders Street, MELBOURNE VIC 3000",Victoria,Port Phillip,Williamstown,$4–8/hr,Pay-and-Display,Perpendicular,Local,120,Mon–Sat,24/7,FALSE,TRUE,FALSE,FALSE,8.699602221,1.12,79.4,2.51,8.5,3.78,2015,12/22/2023,Overdue
VIC,Victorian Government,538B,Z-VIC-0794,144.9627987,-37.8183189,4.25,Mon–Sun 08:00–18:00,Yes,"Bond Street between Flinders Street and Flinders Lane, approximately 11m SW of Bond Street Car Park, 16-24 Bond Street, MELBOURNE VIC 3000",Victoria,Hobsons Bay,CBD,$4–8/hr,Smart Meter,Parallel,Collector,120,Mon–Fri,08:00–18:00,FALSE,TRUE,TRUE,FALSE,4.080708466,1,76.5,3.64,8.5,3.25,2023,7/8/2025,OK
VIC,Victorian Government,673B,Z-VIC-0795,144.9544487,-37.8121983,4.25,Mon–Sun 08:00–18:00,Yes,"La Trobe Street between William Street and King Street, approximately 35m NW of Wilson Parking, Carpark Basement North Tower, 485 La Trobe Street, MELBOURNE VIC 3000",Victoria,Port Phillip,Footscray,$4–8/hr,Ticketed,Perpendicular,Local,120,Mon–Fri,09:00–17:00,TRUE,FALSE,TRUE,FALSE,4.451435983,1.12,73.4,3.78,8.5,3.49,2022,7/8/2024,OK
VIC,Victorian Government,577B,Z-VIC-0796,144.9556613,-37.8202092,4.25,Mon–Sun 08:00–18:00,Yes,"Downie Street between Flinders Street and Flinders Lane, approximately 2m North of Hyatt Centric Melboiurne, 9-27 Downie Street, MELBOURNE VIC 3000",Victoria,Boroondara,Docklands,$4–8/hr,Pay-and-Display,Angle,Collector,30,Mon–Sat,07:00–19:00,TRUE,TRUE,TRUE,FALSE,1.699675419,1.38,70.1,3.05,4.25,4.11,2020,1/14/2025,OK
VIC,Victorian Government,612B,Z-VIC-0797,144.9640561,-37.8173611,4.25,Mon–Sun 08:00–18:00,Yes,"Flinders Lane between Elizabeth Street and Queen Street, approximately 4m West of Australian Institute Of Professional Technique, Ground 301 Flinders Lane, MELBOURNE VIC 3000",Victoria,Yarra,Carlton,$4–8/hr,Smart Meter,Angle,Collector,120,Mon–Fri,09:00–17:00,TRUE,FALSE,FALSE,FALSE,5.039873604,1.2,39.2,3.57,8.5,2,2022,4/16/2024,OK
VIC,Victorian Government,632C,Z-VIC-0798,144.9578206,-37.8169375,4.25,Mon–Sun 08:00–18:00,Yes,"Little Collins Street between William Street and King Street, approximately 4m West of Maker Little Collins, Part Ground 505 Little Collins Street, MELBOURNE VIC 3000",Victoria,Melbourne,Southbank,$4–8/hr,Ticketed,Perpendicular,Local,60,Mon–Sat,07:00–19:00,TRUE,TRUE,TRUE,FALSE,3.477590309,1.23,46,2.97,4.25,2.4,2021,7/12/2025,OK
VIC,Victorian Government,622B,Z-VIC-0799,144.9606519,-37.8171034,4.25,Mon–Sun 08:00–18:00,Yes,"Collins Street between Queen Street and Market Street, approximately 5m South of HCF Dental Centre, Basement, Ground & Level 1, 410 Collins Street, MELBOURNE VIC 3000",Victoria,Boroondara,Southbank,$4–8/hr,Ticketed,Parallel,Arterial,120,Mon–Fri,08:00–18:00,TRUE,FALSE,FALSE,FALSE,0.2,1.2,74.1,2.3,8.5,3.78,2017,12/30/2023,Overdue
VIC,Victorian Government,616C,Z-VIC-0800,144.9553309,-37.8199647,4.25,Mon–Sun 08:00–18:00,Yes,"Flinders Lane between King Street and Spencer Street, approximately 20m NE of Hotel Indigo Melbourne Flinders, 561-585 Flinders Lane, MELBOURNE VIC 3000",Victoria,Port Phillip,Fitzroy,$4–8/hr,Pay-and-Display,Angle,Collector,180,Mon–Fri,08:00–18:00,TRUE,TRUE,TRUE,TRUE,3.670441489,1.08,56.1,2.22,12.75,2.57,2015,12/29/2024,OK
VIC,Victorian Government,650C,Z-VIC-0801,144.9708832,-37.8098735,4.25,Mon–Sun 08:00–18:00,Yes,"Lonsdale Street between Spring Street and Exhibition Street, approximately 5m NE of Comfort Hotel Melbourne Central, 43-51 Lonsdale Street, MELBOURNE VIC 3000",Victoria,Port Phillip,Williamstown,$4–8/hr,Pay-and-Display,Angle,Local,120,Mon–Fri,07:00–19:00,TRUE,FALSE,FALSE,FALSE,3.536402837,0.96,52.4,3.19,8.5,2.14,2016,12/13/2024,OK
VIC,Victorian Government,662A,Z-VIC-0802,144.9599032,-37.8118323,4.25,Mon–Sun 08:00–18:00,Yes,"Little Lonsdale Street between Elizabeth Street and Queen Street, approximately 12m East of Victoria University, 324-344 Little Lonsdale Street, MELBOURNE VIC 3000",Victoria,Stonnington,Fitzroy,$4–8/hr,Pay-and-Display,Parallel,Local,30,Mon–Fri,07:00–19:00,TRUE,FALSE,TRUE,TRUE,4.75303892,0.92,70.2,2.73,4.25,2.74,2017,3/20/2025,OK
VIC,Victorian Government,631A,Z-VIC-0803,144.9593391,-37.8165083,4.25,Mon–Sun 08:00–18:00,Yes,"Little Collins Street between Queen Street and William Street, approximately 22m SW of Le Petit Gateau, 452-458 Little Collins Street, MELBOURNE VIC 3000",Victoria,Boroondara,Southbank,$4–8/hr,Ticketed,Angle,Local,120,Mon–Sat,09:00–17:00,TRUE,TRUE,FALSE,TRUE,8.578711205,0.96,98,3.43,8.5,4,2024,6/10/2024,OK
VIC,Victorian Government,677B,Z-VIC-0804,144.9612749,-37.8090563,4.25,Mon–Sun 08:00–18:00,Yes,"A'Beckett Street between Swanston Street and Elizabeth Street, approximately 22m SW of Little Nooky, 62 A'Beckett Street, MELBOURNE VIC 3000",Victoria,Yarra,Southbank,$4–8/hr,Pay-and-Display,Angle,Local,60,Mon–Sun,08:00–18:00,TRUE,TRUE,FALSE,TRUE,0.651007099,1.06,80,2.15,4.25,3.6,2017,10/18/2024,OK
VIC,Victorian Government,707B,Z-VIC-0805,144.9665798,-37.822221,4.25,Mon–Sun 08:00–18:00,Yes,"Fawkner Street between Southbank Boulevard and Fanning Street, approximately 25m NW of ACT of Wine, 22 Fanning Street, SOUTHBANK VIC 3006",Victoria,Maribyrnong,Footscray,$4–8/hr,Ticketed,Parallel,Local,60,Mon–Sat,08:00–18:00,TRUE,FALSE,FALSE,TRUE,2.618322015,0.88,61.3,2.91,4.25,2.29,2021,8/1/2025,OK
VIC,Victorian Government,728B,Z-VIC-0806,144.9588634,-37.8264079,4.25,Mon–Sun 08:00–18:00,Yes,"Clarke Street between Haig Street and City Road, approximately 17m SW of 39 Clarke Street, SOUTHBANK VIC 3006",Victoria,Yarra,Southbank,$4–8/hr,Smart Meter,Perpendicular,Local,30,Mon–Fri,08:00–18:00,TRUE,TRUE,TRUE,FALSE,4.515291591,1.29,66.9,2.8,4.25,3.67,2018,1/27/2025,OK
VIC,Victorian Government,725C,Z-VIC-0807,144.9607212,-37.823988,4.25,Mon–Sun 08:00–18:00,Yes,"Queens Bridge Street between Power Street and Kings Way, approximately 5m West of 85A Queens Bridge Street, SOUTHBANK VIC 3006",Victoria,Maribyrnong,South Yarra,$4–8/hr,Pay-and-Display,Angle,Collector,180,Mon–Sun,08:00–18:00,TRUE,TRUE,TRUE,FALSE,2.905883996,1.08,71.5,2.58,12.75,3.28,2011,1/26/2024,Overdue
VIC,Victorian Government,678C,Z-VIC-0808,144.9598445,-37.8094712,4.25,Mon–Sun 08:00–18:00,Yes,"A'Beckett Street between Elizabeth Street and Queen Street, approximately 7m SW of Jojo Little Kitchen, Shop G2, 118 A'Beckett Street, MELBOURNE VIC 3000",Victoria,Melbourne,Fitzroy,$4–8/hr,App-Only,Parallel,Local,120,Mon–Sat,07:00–19:00,TRUE,FALSE,TRUE,TRUE,4.151556681,0.8,79.8,2.96,8.5,2.71,2020,11/25/2023,Overdue
VIC,Victorian Government,714B,Z-VIC-0809,144.9601752,-37.8269555,4.25,Mon–Sun 08:00–18:00,Yes,"Catherine Street between Moray Street and Clarke Street, approximately 29m NW of Fire Rescue Victoria, 26-40 Moray Street, SOUTHBANK VIC 3006",Victoria,Melbourne,Richmond,$4–8/hr,App-Only,Angle,Local,120,Mon–Sun,09:00–17:00,TRUE,TRUE,FALSE,FALSE,4.048393276,0.96,57,3.37,8.5,2.33,2021,4/8/2024,OK
VIC,Victorian Government,713A,Z-VIC-0810,144.9573588,-37.8274684,4.25,Mon–Sun 08:00–18:00,Yes,"Blakeney Place from Clarendon Street, approximately 42m East of 57-59 Haig Street, SOUTHBANK VIC 3006",Victoria,Melbourne,Carlton,$4–8/hr,Ticketed,Parallel,Local,120,Mon–Sat,08:00–18:00,TRUE,FALSE,TRUE,TRUE,3.081374933,0.8,51.6,3.04,8.5,1.75,2023,2/28/2024,Overdue
VIC,Victorian Government,713B,Z-VIC-0811,144.9575742,-37.8272865,4.25,Mon–Sun 08:00–18:00,Yes,"Blakeney Place from Clarendon Street, approximately 36m SE of Unit 101, Ground 45 Haig Street, SOUTHBANK VIC 3006",Victoria,Maribyrnong,Fitzroy,$4–8/hr,Ticketed,Parallel,Collector,120,Mon–Fri,08:00–18:00,TRUE,TRUE,TRUE,TRUE,5.707541298,1,64.5,3.28,8.5,2.74,2016,10/12/2024,OK
VIC,Victorian Government,794A,Z-VIC-0812,144.9587375,-37.8279146,4.25,Mon–Sun 08:00–18:00,Yes,"Hancock Street between Clarke Street and Clarendon Street, approximately 28m NE of Grand Laguna Southbank, 121 Clarendon Street, SOUTHBANK VIC 3006",Victoria,Hobsons Bay,Williamstown,$4–8/hr,Smart Meter,Parallel,Collector,120,Mon–Sun,07:00–19:00,TRUE,FALSE,FALSE,TRUE,2.377224387,1,57.5,2.84,8.5,2.44,2024,10/12/2023,Overdue
VIC,Victorian Government,729A,Z-VIC-0813,144.959216,-37.8271907,4.25,Mon–Sun 08:00–18:00,Yes,"Intersection of Clarke Street and Catherine Street, approximately 7m North of Ray White, 48 Clarke Street, SOUTHBANK VIC 3006",Victoria,Boroondara,Fitzroy,$4–8/hr,Ticketed,Parallel,Arterial,120,Mon–Sun,09:00–17:00,TRUE,FALSE,FALSE,FALSE,4.05948502,1.2,34.8,2.53,8.5,1.77,2019,12/18/2024,OK
VIC,Victorian Government,752D,Z-VIC-0814,144.9570204,-37.8272579,4.25,Mon–Sun 08:00–18:00,Yes,"Haig Street between Clarendon Street and West Gate Freeway, approximately 20m South of Launch Housing Southbank, Launch Housing, 52-70 Haig Street, SOUTHBANK VIC 3006",Victoria,Boroondara,Carlton,$4–8/hr,Pay-and-Display,Parallel,Local,180,Mon–Sat,24/7,TRUE,TRUE,FALSE,FALSE,3.647711537,0.72,51.6,3.42,12.75,1.58,2011,11/5/2023,Overdue
VIC,Victorian Government,690B,Z-VIC-0815,144.957328,-37.8061351,4.25,Mon–Sun 08:00–18:00,Yes,"Victoria Street between O'Connell Street and Cobden Street, approximately 4m North of 123-125 Victoria Street, MELBOURNE VIC 3000",Victoria,Boroondara,St Kilda,$4–8/hr,Ticketed,Angle,Local,180,Mon–Fri,08:00–18:00,FALSE,TRUE,TRUE,TRUE,5.331625093,0.86,61.1,2.92,12.75,2.23,2022,4/2/2024,Overdue
VIC,Victorian Government,141C,Z-VIC-0816,144.9579976,-37.7800007,4.25,Mon–Sun 08:00–18:00,Yes,"The Avenue between Ievers Street and Park Street, approximately 23m West of 304 The Avenue, PARKVILLE VIC 3052",Victoria,Hobsons Bay,CBD,$4–8/hr,Ticketed,Parallel,Collector,60,Mon–Fri,08:00–18:00,TRUE,TRUE,FALSE,FALSE,3.873766785,1.1,54.5,2.87,4.25,2.55,2019,2/10/2025,OK
VIC,Victorian Government,238D,Z-VIC-0817,144.9514464,-37.8120392,4.25,Mon–Sun 08:00–18:00,Yes,"Jeffcott Street between Spencer Street and King Street, approximately 6m West of Oceania Polytechnic Institute Of Education Pty Ltd, Ground 67 Jeffcott Street, WEST MELBOURNE VIC 3003",Victoria,Maribyrnong,Williamstown,$4–8/hr,Smart Meter,Parallel,Collector,180,Mon–Sun,08:00–18:00,TRUE,FALSE,TRUE,FALSE,3.149509725,0.9,92.7,3.43,12.75,3.55,2024,5/14/2025,OK
VIC,Victorian Government,338B,Z-VIC-0818,144.969178,-37.804411,4.25,Mon–Sun 08:00–18:00,Yes,"Rathdowne Street between Queensberry Street and Pelham Street, approximately 20m North of Sheng Run House, 97-105 Rathdowne Street, CARLTON VIC 3053",Victoria,Boroondara,Southbank,$4–8/hr,Pay-and-Display,Parallel,Local,30,Mon–Fri,08:00–18:00,TRUE,FALSE,TRUE,FALSE,4.318342599,0.92,77.4,3.63,4.25,3.03,2025,8/20/2025,OK
VIC,Victorian Government,ZOO5,Z-VIC-0819,144.9521519,-37.7864007,4.25,Mon–Sun 08:00–18:00,Yes,Royal Park,Victoria,Maribyrnong,Carlton,$4–8/hr,App-Only,Parallel,Collector,60,Mon–Sat,09:00–17:00,TRUE,TRUE,TRUE,FALSE,4.136086119,1.1,68.9,2.7,4.25,3.22,2022,10/7/2024,OK
VIC,Victorian Government,356B,Z-VIC-0820,144.9654189,-37.8033198,4.25,Mon–Sun 08:00–18:00,Yes,"Argyle Place South between Lygon Street and Cardigan Street, approximately 27m North of Functional Legacy Mindset Pty Ltd, 29 Argyle Place South, CARLTON VIC 3053",Victoria,Melbourne,St Kilda,$4–8/hr,Pay-and-Display,Angle,Local,30,Mon–Sat,09:00–17:00,TRUE,FALSE,TRUE,FALSE,5.085543574,1.1,76,2.23,4.25,3.55,2025,12/21/2024,OK
VIC,Victorian Government,ZOO15,Z-VIC-0821,144.9548109,-37.7833424,4.25,Mon–Sun 08:00–18:00,Yes,Royal Park,Victoria,Port Phillip,St Kilda,$4–8/hr,Pay-and-Display,Angle,Collector,60,Mon–Sun,24/7,TRUE,TRUE,TRUE,FALSE,7.788472664,1.32,77.6,2.92,4.25,4.35,2011,12/27/2024,OK
VIC,Victorian Government,ZOO16,Z-VIC-0822,144.9543996,-37.7833993,4.25,Mon–Sun 08:00–18:00,Yes,Royal Park,Victoria,Hobsons Bay,South Yarra,$4–8/hr,Pay-and-Display,Angle,Local,60,Mon–Fri,09:00–17:00,TRUE,TRUE,TRUE,FALSE,0.2,1.06,43.3,3.16,4.25,1.95,2019,5/18/2024,OK
VIC,Victorian Government,368E,Z-VIC-0823,144.966167,-37.8045061,4.25,Mon–Sun 08:00–18:00,Yes,"Lygon Street between Queensberry Street and Argyle Place South, approximately 10m NE of Iga Express On Lygon, 101 Lygon Street, CARLTON VIC 3053",Victoria,Port Phillip,Southbank,$4–8/hr,Smart Meter,Angle,Local,240,Mon–Sat,08:00–18:00,FALSE,FALSE,TRUE,FALSE,4.34701905,0.77,80,3.51,17,2.62,2012,9/13/2025,OK
VIC,Victorian Government,167D,Z-VIC-0824,144.967516,-37.8028103,4.25,Mon–Sun 08:00–18:00,Yes,"Pelham Street between Drummond Street and Lygon Street, approximately 3m South of 54 Pelham Street, CARLTON VIC 3053",Victoria,Boroondara,Williamstown,$4–8/hr,App-Only,Parallel,Collector,30,Mon–Fri,09:00–17:00,TRUE,FALSE,TRUE,FALSE,6.353182369,1.15,77.7,3.07,4.25,3.8,2014,10/22/2023,Overdue
VIC,Victorian Government,293D,Z-VIC-0825,144.9690909,-37.8032073,4.25,Mon–Sun 08:00–18:00,Yes,"Pelham Street between Rathdowne Street and Drummond Street, approximately 20m West of Incolink, 1 Pelham Street, CARLTON VIC 3053",Victoria,Boroondara,Fitzroy,$4–8/hr,Pay-and-Display,Perpendicular,Arterial,120,Mon–Fri,08:00–18:00,TRUE,FALSE,FALSE,FALSE,2.562501376,1.68,77.3,3.81,8.5,5.52,2021,3/14/2024,Overdue
VIC,Victorian Government,361B,Z-VIC-0826,144.9688702,-37.8062154,4.25,Mon–Sun 08:00–18:00,Yes,"Rathdowne Street between Victoria Street and Queensberry Street, approximately 16m North of 35 Rathdowne Street, CARLTON VIC 3053",Victoria,Stonnington,St Kilda,$4–8/hr,Pay-and-Display,Parallel,Arterial,120,Mon–Fri,08:00–18:00,TRUE,TRUE,TRUE,FALSE,0.523225382,1.2,73,2.84,8.5,3.72,2014,9/3/2025,OK
VIC,Victorian Government,162D,Z-VIC-0827,144.9694498,-37.802738,4.25,Mon–Sun 08:00–18:00,Yes,"Rathdowne Street between Pelham Street and Grattan Street, approximately 26m North of Sacred Heart, 169 Rathdowne Street, CARLTON VIC 3053",Victoria,Hobsons Bay,Footscray,$4–8/hr,Pay-and-Display,Parallel,Local,60,Mon–Sat,08:00–18:00,TRUE,FALSE,FALSE,FALSE,7.680367583,0.88,75.6,3.46,4.25,2.83,2022,5/5/2025,OK
VIC,Victorian Government,162C,Z-VIC-0828,144.9697918,-37.8023353,4.25,Mon–Sun 08:00–18:00,Yes,"Rathdowne Street between Pelham Street and Grattan Street, approximately 26m East of Sacred Heart, 199 Rathdowne Street, CARLTON VIC 3053",Victoria,Stonnington,Williamstown,$4–8/hr,Ticketed,Angle,Local,120,Mon–Sun,08:00–18:00,FALSE,TRUE,TRUE,TRUE,2.520891675,0.96,85.2,2.76,8.5,3.48,2016,9/5/2024,OK
VIC,Victorian Government,223E,Z-VIC-0829,144.9661085,-37.8063199,4.25,Mon–Sun 08:00–18:00,Yes,"Lygon Street between Victoria Street and Queensberry Street, approximately 12m North of The Victorian Trades Hall Council, Trades Hall, 2-40 Lygon Street, CARLTON VIC 3053",Victoria,Port Phillip,Docklands,$4–8/hr,Smart Meter,Parallel,Local,60,Mon–Sat,09:00–17:00,TRUE,FALSE,FALSE,TRUE,4.146094493,0.88,86.9,2.91,4.25,3.25,2022,5/19/2025,OK
VIC,Victorian Government,191C,Z-VIC-0830,144.965715,-37.8049538,4.25,Mon–Sun 08:00–18:00,Yes,"Queensberry Street between Lygon Street and Cardigan Street, approximately 28m South of Miss Siam Massage, 98 Queensberry Street, CARLTON VIC 3053",Victoria,Yarra,St Kilda,$4–8/hr,Smart Meter,Perpendicular,Local,120,Mon–Sun,09:00–17:00,FALSE,FALSE,TRUE,FALSE,0.959556604,1.12,90.4,3.74,8.5,4.3,2014,3/13/2025,OK
VIC,Victorian Government,381B,Z-VIC-0831,144.9523551,-37.8087554,4.25,Mon–Sun 08:00–18:00,Yes,"King Street between Dudley Street and Walsh Street, approximately 3m SW of Nar, Ground & Part Level 1, 350 King Street, WEST MELBOURNE VIC 3003",Victoria,Maribyrnong,Williamstown,$4–8/hr,Smart Meter,Perpendicular,Collector,120,Mon–Fri,08:00–18:00,FALSE,FALSE,TRUE,TRUE,5.01014552,1.4,66.4,2.85,8.5,3.95,2021,2/11/2024,Overdue
VIC,Victorian Government,381A,Z-VIC-0832,144.9518773,-37.8087302,4.25,Mon–Sun 08:00–18:00,Yes,"Intersection of King Street and Walsh Street, approximately 4m East of Everest Institute Of Education Pty Ltd, 479-481 King Street, WEST MELBOURNE VIC 3003",Victoria,Melbourne,CBD,$4–8/hr,App-Only,Angle,Local,60,Mon–Sun,07:00–19:00,FALSE,TRUE,FALSE,TRUE,1.771528068,1.06,75.5,2.44,4.25,3.4,2021,8/9/2025,OK
VIC,Victorian Government,341A,Z-VIC-0833,144.9518373,-37.807411,4.25,Mon–Sun 08:00–18:00,Yes,"Chetwynd Street between Rosslyn Street and Stanley Street, approximately 17m West of 20 Chetwynd Street, WEST MELBOURNE VIC 3003",Victoria,Stonnington,Fitzroy,$4–8/hr,Pay-and-Display,Parallel,Local,60,Mon–Fri,07:00–19:00,TRUE,TRUE,FALSE,TRUE,6.187601616,0.88,69.6,3.25,4.25,2.6,2021,10/21/2023,Overdue
VIC,Victorian Government,771C,Z-VIC-0834,144.9711596,-37.8252945,4.25,Mon–Sun 08:00–18:00,Yes,"St Kilda Road between Grant Street and Wadey Street, approximately 67m North of Part Suite 1, Ground 250 St Kilda Road, SOUTHBANK VIC 3006",Victoria,Melbourne,Richmond,$4–8/hr,App-Only,Perpendicular,Local,180,Mon–Sat,07:00–19:00,TRUE,TRUE,TRUE,FALSE,3.708053078,1.01,72.4,2.9,12.75,3.11,2024,2/20/2024,Overdue
VIC,Victorian Government,822E,Z-VIC-0835,144.9811257,-37.8333701,4.25,Mon–Sun 08:00–18:00,Yes,"Kings Domain South, approximately 82m SE of E Gate Lodge, Royal Botanic Gardens Victoria, 32 Birdwood Avenue, MELBOURNE VIC 3004",Victoria,Stonnington,St Kilda,$4–8/hr,Pay-and-Display,Angle,Collector,120,Mon–Sat,08:00–18:00,TRUE,FALSE,TRUE,TRUE,7.606682022,1.2,29.5,3.76,8.5,1.5,2022,7/11/2025,OK
VIC,Victorian Government,192C,Z-VIC-0836,144.9655,-37.7994701,4.25,Mon–Sun 08:00–18:00,Yes,"Cardigan Street between Grattan Street and Faraday Street, approximately 38m North of The Lofts At Melbourne Connect, Ground, Mezzanine & Levels 1-13, 285 Cardigan Street, CARLTON VIC 3053",Victoria,Boroondara,Docklands,$4–8/hr,Pay-and-Display,Parallel,Local,60,Mon–Fri,08:00–18:00,TRUE,FALSE,FALSE,TRUE,4.420130181,0.88,78.6,3.1,4.25,2.94,2023,1/1/2024,Overdue
VIC,Victorian Government,319B,Z-VIC-0837,144.9643493,-37.8061593,4.25,Mon–Sun 08:00–18:00,Yes,"Cardigan Street between Victoria Street and Queensberry Street, approximately 5m SE of Royal Melbourne Institute Of Technology, 23-27 Cardigan Street, CARLTON VIC 3053",Victoria,Stonnington,CBD,$4–8/hr,Ticketed,Parallel,Local,120,Mon–Fri,24/7,TRUE,TRUE,TRUE,FALSE,0.879019272,0.8,40.3,2.31,8.5,1.37,2024,7/11/2024,OK
VIC,Victorian Government,323A,Z-VIC-0838,144.95822,-37.8017932,4.25,Mon–Sun 08:00–18:00,Yes,"Pelham Street between Berkeley Street and Elizabeth Street, approximately 3m South of Part 226 Pelham Street, MELBOURNE VIC 3000",Victoria,Yarra,Southbank,$4–8/hr,Pay-and-Display,Angle,Collector,120,Mon–Sun,08:00–18:00,TRUE,TRUE,TRUE,FALSE,2.942723239,1.2,94.1,2.49,8.5,4.8,2016,12/5/2023,Overdue
VIC,Victorian Government,319A,Z-VIC-0839,144.9647539,-37.8054587,4.25,Mon–Sun 08:00–18:00,Yes,"Cardigan Street between Victoria Street and Queensberry Street, approximately 5m NW of Royal Melbourne Institute Of Technology, RMIT Building 43,74 & 76, 52-56 Cardigan Street, CARLTON VIC 3053",Victoria,Boroondara,Southbank,$4–8/hr,Ticketed,Parallel,Collector,120,Mon–Sun,07:00–19:00,TRUE,FALSE,TRUE,FALSE,2.509413696,1,59.2,2.98,8.5,2.52,2015,8/4/2025,OK
